,Facility_City,Facility_State,Procedure_Heart_Attack_Cost,Procedure_Heart_Failure_Cost,Rating_Overall,Procedure_Pneumonia_Quality,Procedure_Pneumonia_Cost,Rating_Mortality,Rating_Safety,Rating_Readmission,Rating_Experience,Rating_Effectiveness,Rating_Timeliness,Procedure_Pneumonia_Value,Procedure_Heart_Failure_Value
586,Cheyenne Wells,CO,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
587,Chicago,IL,14833.241379310344,14426.413793103447,1.6551724137931034,1.6551724137931034,16440.172413793105,1.0,0.3448275862068966,0.13793103448275862,0.06896551724137931,0.6551724137931034,0.3793103448275862,1.9655172413793103,1.6896551724137931
588,Chickasha,OK,0.0,15904.0,4.0,2.0,18387.0,1.0,-1.0,2.0,1.0,1.0,2.0,2.0,2.0
589,Chico,CA,24569.0,15297.0,4.0,2.0,16930.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0
590,Childress,TX,0.0,14742.0,4.0,2.0,15472.0,1.0,-1.0,1.0,2.0,1.0,2.0,2.0,2.0
591,Chillicothe,MO,0.0,16878.0,3.0,2.0,18984.0,1.0,-1.0,0.0,1.0,1.0,2.0,2.0,2.0
592,Chillicothe,OH,22854.0,16461.0,4.0,2.0,17590.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
593,Chillicothe,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
594,Chilton,WI,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,-1.0,-1.0
595,Chinle,AZ,0.0,0.0,2.0,2.0,11982.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-1.0
596,Chino,CA,0.0,17788.0,5.0,3.0,21967.0,1.0,-1.0,2.0,0.0,1.0,2.0,3.0,2.0
597,Chipley,FL,0.0,17497.0,-1.0,2.0,15223.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,2.0
598,Chippewa Falls,WI,0.0,15925.0,4.0,2.0,14436.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
599,Choteau,MT,0.0,0.0,-1.0,2.0,16170.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
600,Christiansburg,VA,25906.0,16968.0,3.0,2.0,16974.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0
601,Chula Vista,CA,23832.0,16685.0,4.0,2.0,17707.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0
602,Church Point,LA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
603,Cincinnati,OH,17281.4,12625.9,2.9,1.1,13260.1,0.5,0.7,1.0,0.8,0.6,0.2,1.7,1.5
604,Circle,MT,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0
605,Circleville,OH,0.0,17455.0,3.0,2.0,18403.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0
606,Clackamas,OR,0.0,0.0,4.0,-1.0,0.0,-1.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0
607,Clanton,AL,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,-1.0,-1.0
608,Clare,MI,0.0,15544.0,4.0,2.0,16949.0,1.0,-1.0,2.0,2.0,1.0,2.0,2.0,2.0
609,Claremont,NH,0.0,19086.0,4.0,2.0,17459.0,1.0,-1.0,2.0,1.0,1.0,0.0,2.0,3.0
610,Claremore,OK,12364.5,14904.0,1.5,0.5,8551.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,2.0
611,Clarinda,IA,0.0,16260.0,2.0,2.0,16121.0,1.0,-1.0,1.0,-1.0,-1.0,2.0,2.0,2.0
612,Clarion,IA,0.0,0.0,3.0,2.0,15924.0,-1.0,-1.0,0.0,2.0,1.0,2.0,2.0,-1.0
613,Clarion,PA,22633.0,15701.0,2.0,2.0,15617.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0
614,Clarksdale,MS,21700.0,15912.0,3.0,2.0,17555.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0
615,Clarkston,WA,0.0,18172.0,3.0,2.0,17589.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
616,Clarksville,AR,0.0,14454.0,2.0,2.0,14254.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0
617,Clarksville,IN,27561.0,19972.0,2.0,2.0,20368.0,1.0,-1.0,0.0,0.0,0.0,2.0,3.0,3.0
618,Clarksville,TN,24225.0,17042.0,2.0,1.0,18458.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0
619,Claxton,GA,0.0,14909.0,4.0,2.0,14839.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,2.0
620,Clay Center,KS,0.0,18856.0,2.0,2.0,19774.0,1.0,-1.0,0.0,2.0,1.0,2.0,3.0,2.0
621,Clayton,GA,0.0,0.0,-1.0,2.0,16725.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,-1.0
622,Clayton,NM,0.0,0.0,-1.0,2.0,20638.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
623,Clear Lake,SD,0.0,0.0,-1.0,2.0,19284.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
624,Clearfield,PA,25339.0,16880.0,2.0,2.0,16360.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0
625,Clearlake,CA,0.0,14209.0,2.0,2.0,16698.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,2.0,1.0
626,Clearwater,FL,23940.0,18460.0,4.0,2.0,17685.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0
627,Cleburne,TX,23395.0,15170.0,4.0,2.0,16588.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
628,Clermont,FL,21626.0,15590.0,4.0,2.0,18126.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0
629,Cleveland,MS,0.0,16239.0,2.0,2.0,19039.0,1.0,-1.0,0.0,2.0,0.0,2.0,3.0,2.0
630,Cleveland,OH,14709.5,12204.5,2.625,1.5,12722.5,0.875,0.625,-0.125,0.875,0.5,0.375,1.125,1.25
631,Cleveland,OK,0.0,0.0,-1.0,2.0,17488.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,2.0,-1.0
632,Cleveland,TN,23392.0,15741.0,1.0,2.0,18745.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0
633,Cleveland,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
634,Clewiston,FL,0.0,17108.0,2.0,2.0,15804.0,1.0,-1.0,1.0,-1.0,0.0,1.0,2.0,2.0
635,Clifton,TX,0.0,0.0,3.0,2.0,15856.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,2.0,-1.0
636,Clifton Springs,NY,0.0,13930.0,2.0,2.0,14770.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0
637,Clinton,AR,0.0,14118.0,3.0,2.0,16875.0,1.0,-1.0,1.0,-1.0,1.0,2.0,2.0,1.0
638,Clinton,IA,23292.0,17817.0,4.0,2.0,17529.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0
639,Clinton,IL,0.0,16061.0,-1.0,2.0,16841.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,2.0
640,Clinton,IN,0.0,17091.0,4.0,2.0,18655.0,1.0,-1.0,2.0,2.0,1.0,1.0,2.0,2.0
641,Clinton,MD,23783.0,15728.0,1.0,2.0,15837.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
642,Clinton,MO,23998.0,14687.0,3.0,2.0,15733.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
643,Clinton,NC,0.0,15032.0,2.0,2.0,16969.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
644,Clinton,OK,0.0,15564.0,4.0,2.0,15062.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,2.0
645,Clinton,SC,0.0,15999.0,4.0,2.0,19079.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0
646,Clinton Township,MI,24190.0,19144.0,4.0,2.0,19274.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0
647,Clintwood,VA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
648,Cloquet,MN,0.0,15455.0,4.0,2.0,14883.0,1.0,-1.0,1.0,2.0,-1.0,-1.0,1.0,2.0
649,Clovis,CA,23749.0,17171.0,3.0,2.0,17746.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0
650,Clovis,NM,0.0,15986.0,3.0,2.0,15334.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0
651,Clyde,NC,22381.0,16131.0,4.0,2.0,16260.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
652,Coaldale,PA,0.0,15936.0,4.0,2.0,19150.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,2.0
653,Coalgate,OK,0.0,15854.0,2.0,2.0,13912.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,2.0
654,Coalinga,CA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
655,Coatesville,PA,25572.0,17784.0,2.0,2.0,17630.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0
656,Cobleskill,NY,0.0,16130.0,4.0,2.0,14182.0,1.0,-1.0,1.0,-1.0,1.0,2.0,1.0,2.0
657,Cochran,GA,0.0,0.0,3.0,2.0,17209.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,2.0,-1.0
658,Cocoa Beach,FL,24828.0,17771.0,4.0,2.0,17182.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
659,Cody,WY,0.0,14969.0,4.0,2.0,12738.0,1.0,-1.0,2.0,2.0,1.0,-1.0,1.0,2.0
660,Coeur D'alene,ID,23444.0,17217.0,4.0,2.0,16995.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
661,Coffeyville,KS,0.0,14356.0,3.0,2.0,15805.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0
662,Colby,KS,0.0,18567.0,3.0,2.0,21546.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,3.0,2.0
663,Coldwater,KS,0.0,0.0,-1.0,2.0,21772.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0
664,Coldwater,MI,0.0,15016.0,3.0,2.0,13521.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
665,Coldwater,OH,24490.0,15850.0,4.0,2.0,16694.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
666,Colebrook,NH,0.0,15304.0,3.0,2.0,15481.0,1.0,-1.0,1.0,-1.0,1.0,1.0,2.0,2.0
667,Coleman,TX,0.0,16483.0,-1.0,1.0,18633.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,2.0
668,Colfax,WA,0.0,18660.0,3.0,2.0,17641.0,1.0,-1.0,2.0,-1.0,1.0,-1.0,2.0,2.0
669,College Station,TX,25926.0,17780.5,3.0,2.0,16847.0,1.0,0.5,0.5,1.5,1.0,1.5,1.5,2.5
670,Collins,MS,0.0,0.0,2.0,2.0,18610.0,1.0,-1.0,0.0,-1.0,1.0,2.0,2.0,-1.0
671,Colorado City,TX,0.0,16854.0,-1.0,2.0,18594.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,2.0
672,Colorado Springs,CO,15862.333333333334,10928.0,2.6666666666666665,1.0,11533.666666666666,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0
673,Colquitt,GA,0.0,16795.0,3.0,2.0,18809.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,2.0,-1.0
674,Colton,CA,0.0,16505.0,2.0,2.0,19466.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0
675,Columbia,KY,0.0,0.0,3.0,2.0,13485.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0
676,Columbia,LA,0.0,14975.0,4.0,2.0,14207.5,1.0,-1.0,0.0,2.0,-0.5,0.5,1.0,1.5
677,Columbia,MD,25190.0,15729.0,3.0,2.0,16590.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0
678,Columbia,MO,23553.5,16486.0,3.0,2.0,17763.0,0.5,1.0,1.0,2.0,1.5,1.0,2.0,2.0
679,Columbia,MS,0.0,15976.0,3.0,2.0,16297.0,1.0,-1.0,1.0,1.0,1.0,2.0,2.0,2.0
680,Columbia,SC,17102.5,16639.5,3.25,2.25,17924.5,1.0,1.0,1.75,1.0,0.75,0.0,2.25,2.0
681,Columbia,TN,22092.0,16436.0,3.0,1.0,18614.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,2.0
682,Columbia City,IN,0.0,15790.0,4.0,2.0,16409.0,1.0,-1.0,2.0,2.0,1.0,2.0,2.0,2.0
683,Columbus,GA,15426.0,11111.666666666666,3.0,1.0,12574.666666666666,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,-0.3333333333333333,1.3333333333333333,1.0
684,Columbus,IN,23553.0,16212.0,4.0,2.0,16810.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0
685,Columbus,KS,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
686,Columbus,MS,25110.0,17172.0,2.0,1.0,18035.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0
687,Columbus,MT,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
688,Columbus,NC,0.0,16663.0,4.0,2.0,16627.0,1.0,-1.0,0.0,2.0,1.0,-1.0,2.0,2.0
689,Columbus,NE,0.0,17091.0,5.0,2.0,16645.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
690,Columbus,OH,16387.428571428572,12161.857142857143,1.8571428571428572,1.2857142857142858,13166.57142857143,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,1.5714285714285714,1.2857142857142858
691,Columbus,TX,0.0,16820.0,4.0,2.0,16306.0,1.0,-1.0,2.0,1.0,1.0,1.0,2.0,2.0
692,Columbus,WI,0.0,14013.0,4.0,2.0,14184.0,1.0,-1.0,0.0,2.0,-1.0,-1.0,1.0,1.0
693,Colusa,CA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
694,Colville,WA,23641.0,16343.0,3.0,2.0,18073.0,1.0,-1.0,2.0,1.0,1.0,1.0,2.0,2.0
695,Comanche,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
696,Commerce,GA,0.0,14599.0,3.0,2.0,15866.0,1.0,-1.0,2.0,1.0,1.0,1.0,2.0,1.0
697,Commerce Township,MI,25116.0,18019.0,3.0,2.0,17004.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0
698,Concord,CA,26238.0,16872.0,5.0,2.0,17511.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
699,Concord,NC,21365.0,15995.0,2.0,2.0,18190.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0
700,Concord,NH,24646.0,15625.0,4.0,2.0,16183.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0
701,Concord,OH,22948.0,17245.0,2.0,2.0,18114.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
702,Concordia,KS,0.0,16379.0,-1.0,2.0,18588.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,2.0,2.0
703,Conneaut,OH,0.0,17930.0,4.0,-1.0,0.0,1.0,-1.0,1.0,2.0,1.0,1.0,-1.0,2.0
704,Connellsville,PA,0.0,13327.0,3.0,2.0,13746.0,1.0,-1.0,1.0,1.0,1.0,2.0,1.0,1.0
705,Connersville,IN,0.0,15600.0,4.0,2.0,15758.0,1.0,-1.0,2.0,1.0,0.0,1.0,1.0,2.0
706,Conrad,MT,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
707,Conroe,TX,12984.5,8950.5,0.0,0.5,10180.5,0.0,-0.5,-0.5,-0.5,0.0,0.0,1.0,1.0
708,Conway,AR,10050.0,17251.0,3.5,1.5,17098.0,0.5,0.5,1.5,2.0,1.0,2.0,2.0,2.0
709,Conway,SC,24801.0,14640.0,4.0,2.0,16576.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
710,Conyers,GA,25537.0,15171.0,2.0,2.0,16150.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
711,Cook,MN,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0
712,Cookeville,TN,22401.0,15375.0,4.0,2.0,16601.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0
713,Coon Rapids,MN,23834.0,15626.0,4.0,2.0,17048.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0
714,Cooperstown,ND,0.0,0.0,-1.0,2.0,19063.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
715,Cooperstown,NY,23597.0,15542.0,1.0,2.0,16521.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0
716,Coos Bay,OR,22269.0,14673.0,3.0,2.0,16269.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0
717,Coquille,OR,0.0,15706.0,2.0,2.0,13521.0,1.0,-1.0,0.0,-1.0,1.0,2.0,1.0,2.0
718,Coral Gables,FL,23333.5,17638.5,3.5,2.5,18377.0,2.0,1.5,0.0,0.5,1.0,0.5,2.0,2.0
719,Coral Springs,FL,23838.0,15810.0,3.0,2.0,18506.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0
720,Corbin,KY,22845.0,16675.0,2.0,1.0,20373.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0
721,Cordele,GA,23737.0,14605.0,3.0,2.0,15870.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
722,Cordell,OK,0.0,0.0,-1.0,2.0,16149.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
723,Cordova,AK,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
724,Corinth,MS,23265.0,14241.0,2.0,1.0,16077.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0
725,Corning,IA,0.0,16724.0,4.0,2.0,16018.0,1.0,-1.0,2.0,-1.0,1.0,2.0,2.0,2.0
726,Corning,NY,23287.0,15034.0,4.0,2.0,17012.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
727,Corona,CA,26223.0,18601.0,2.0,2.0,19767.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0
728,Coronado,CA,0.0,15659.0,4.0,2.0,14056.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
729,Corpus Christi,TX,11597.5,8807.0,2.5,0.5,9967.5,0.0,0.25,1.25,0.5,0.5,-0.5,1.0,0.75
730,Corry,PA,0.0,17064.0,4.0,2.0,17456.0,1.0,-1.0,2.0,-1.0,1.0,2.0,2.0,2.0
731,Corsicana,TX,21758.0,15399.0,2.0,2.0,18489.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0
732,Cortez,CO,0.0,16126.0,4.0,2.0,14993.0,1.0,-1.0,2.0,2.0,1.0,-1.0,1.0,2.0
733,Cortland,NY,23301.0,15263.0,3.0,3.0,15508.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
734,Cortlandt Manor,NY,25173.0,18108.0,3.0,2.0,18436.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,3.0
735,Corvallis,OR,21435.0,14687.0,4.0,2.0,15908.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
736,Corydon,IA,0.0,16465.0,4.0,2.0,16558.0,1.0,-1.0,1.0,2.0,-1.0,-1.0,2.0,2.0
737,Corydon,IN,0.0,16064.0,4.0,2.0,17818.0,1.0,-1.0,2.0,2.0,1.0,2.0,2.0,2.0
738,Coshocton,OH,0.0,16603.0,3.0,2.0,16868.0,1.0,-1.0,1.0,0.0,1.0,2.0,2.0,2.0
739,Costa Mesa,CA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
740,Coto Laurel,PR,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
741,Cottage Grove,OR,0.0,0.0,2.0,2.0,14406.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,-1.0
742,Cottonwood,AZ,22775.0,18014.0,5.0,2.0,18286.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0
743,Cottonwood,ID,0.0,18587.0,4.0,2.0,15902.0,1.0,-1.0,1.0,2.0,-1.0,-1.0,2.0,2.0
744,Coudersport,PA,0.0,16951.0,3.0,1.0,18222.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0
745,Council Bluffs,IA,24613.0,17090.5,4.0,2.0,16709.5,1.0,2.0,0.0,1.5,0.5,2.0,1.5,2.0
746,Council Grove,KS,0.0,17235.0,-1.0,2.0,19793.0,1.0,-1.0,2.0,-1.0,-1.0,-1.0,2.0,2.0
747,Coupeville,WA,0.0,14128.0,2.0,2.0,14182.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0
748,Coushatta,LA,0.0,19761.0,-1.0,2.0,22571.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,3.0,3.0
749,Covina,CA,25864.0,18978.0,2.0,2.0,22199.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
750,Covington,GA,23951.0,16786.0,2.0,2.0,17287.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0
751,Covington,LA,12850.0,8019.0,4.0,0.5,8852.5,0.5,0.5,0.5,2.0,1.0,-0.5,0.5,0.5
752,Covington,TN,0.0,15712.0,3.0,2.0,17206.0,1.0,-1.0,1.0,1.0,1.0,2.0,2.0,2.0
753,Covington,WA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
754,Cozad,NE,0.0,0.0,-1.0,2.0,16027.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,2.0,-1.0
755,Craig,CO,0.0,0.0,-1.0,2.0,15350.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,2.0,-1.0
756,Crane,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0
757,Crawfordsville,IN,0.0,15755.0,3.0,2.0,17739.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
758,Creighton,NE,0.0,0.0,-1.0,2.0,21130.0,-1.0,-1.0,1.0,-1.0,-1.0,2.0,3.0,-1.0
759,Crescent City,CA,23495.0,16615.0,3.0,2.0,16285.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0
760,Cresco,IA,0.0,0.0,3.0,2.0,23224.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,3.0,-1.0
761,Creston,IA,0.0,0.0,5.0,2.0,15924.0,-1.0,-1.0,2.0,2.0,1.0,2.0,2.0,-1.0
762,Crestview,FL,22617.0,16961.0,4.0,2.0,16811.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0
763,Crete,NE,0.0,0.0,3.0,2.0,16090.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,2.0,-1.0
764,Creve Coeur,MO,0.0,16575.0,3.0,2.0,15535.0,-1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0
765,Crisfield,MD,0.0,0.0,3.0,2.0,14842.0,1.0,-1.0,1.0,-1.0,1.0,2.0,1.0,-1.0
766,Crookston,MN,0.0,0.0,4.0,2.0,14162.0,-1.0,-1.0,1.0,2.0,1.0,2.0,1.0,-1.0
767,Crosby,MN,0.0,0.0,4.0,2.0,17928.0,1.0,-1.0,1.0,2.0,1.0,2.0,2.0,-1.0
768,Crosby,ND,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0
769,Crosbyton,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
770,Crossett,AR,0.0,16511.0,3.0,2.0,18222.0,1.0,-1.0,0.0,2.0,1.0,2.0,2.0,2.0
771,Crossville,TN,24120.0,15739.0,3.0,2.0,17047.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0
772,Crow Agency,MT,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
773,Crowley,LA,0.0,15117.0,3.0,2.0,16702.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0
774,Crown Point,IN,12218.5,16531.5,4.0,2.0,18048.5,1.0,2.0,1.0,1.5,0.0,0.0,2.5,2.0
775,Crownpoint,NM,0.0,0.0,-1.0,2.0,11439.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
776,Crystal River,FL,23873.0,18072.0,1.0,1.0,17291.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0
777,Cuba,NY,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
778,Cuero,TX,0.0,18600.0,3.0,2.0,19927.0,1.0,-1.0,2.0,1.0,1.0,2.0,3.0,2.0
779,Culbertson,MT,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
780,Cullman,AL,23153.0,16272.0,2.0,1.0,17412.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0
781,Culpeper,VA,22905.0,16356.0,3.0,2.0,17604.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
782,Cumberland,MD,23325.0,17497.0,1.0,1.0,16496.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0
783,Cumberland,WI,0.0,0.0,4.0,2.0,15641.0,-1.0,-1.0,1.0,2.0,1.0,-1.0,2.0,-1.0
784,Cumming,GA,24122.0,15668.0,4.0,2.0,16662.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
785,Cushing,OK,0.0,17022.0,3.0,2.0,13961.0,1.0,-1.0,1.0,1.0,1.0,2.0,1.0,2.0
786,Custer,SD,0.0,0.0,-1.0,2.0,15636.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,2.0,-1.0
787,Cut Bank,MT,0.0,0.0,-1.0,2.0,14390.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
788,Cut Off,LA,0.0,17916.0,2.0,2.0,17013.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,2.0,2.0
