,Facility_City,Facility_State,Procedure_Heart_Attack_Cost,Procedure_Heart_Failure_Cost,Rating_Overall,Procedure_Pneumonia_Quality,Procedure_Pneumonia_Cost,Rating_Mortality,Rating_Safety,Rating_Readmission,Rating_Experience,Rating_Effectiveness,Rating_Timeliness,Procedure_Pneumonia_Value,Procedure_Heart_Failure_Value
789,Cuthbert,GA,0.0,0.0,-1.0,2.0,13905.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,1.0,-1.0
790,Cuyahoga Falls,OH,0.0,16966.0,3.0,2.0,17683.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0
791,Cynthiana,KY,25280.0,16691.0,2.0,1.0,13734.0,0.0,-1.0,0.0,2.0,1.0,2.0,1.0,2.0
792,Cypress,TX,24801.0,21023.0,2.0,3.0,23778.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0
793,Dade City,FL,25855.0,15465.0,3.0,2.0,17382.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0
794,Dadeville,AL,0.0,0.0,4.0,2.0,14323.0,-1.0,-1.0,2.0,1.0,1.0,2.0,1.0,-1.0
795,Dahlonega,GA,0.0,14592.0,2.0,2.0,14458.0,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,2.0
796,Dakota Dunes,SD,0.0,0.0,5.0,-1.0,0.0,-1.0,-1.0,2.0,2.0,1.0,-1.0,-1.0,-1.0
797,Dalhart,TX,0.0,16843.0,-1.0,2.0,13870.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,2.0
798,Dallas,OR,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
799,Dallas,TX,14268.529411764706,10511.882352941177,2.176470588235294,0.5882352941176471,9952.117647058823,0.23529411764705882,0.17647058823529413,0.47058823529411764,1.1176470588235294,0.5294117647058824,-0.058823529411764705,0.8235294117647058,1.1176470588235294
800,Dalton,GA,21315.0,16637.0,4.0,2.0,15255.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0
801,Daly City,CA,25515.0,17687.0,3.0,2.0,18288.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0
802,Damariscotta,ME,0.0,17135.0,4.0,2.0,16021.0,1.0,-1.0,0.0,2.0,1.0,1.0,2.0,2.0
803,Danbury,CT,23055.0,15815.0,2.0,2.0,17062.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0
804,Danbury,NC,0.0,0.0,-1.0,2.0,15193.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
805,Dansville,NY,0.0,15432.0,2.0,2.0,13119.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0
806,Danville,AR,22946.0,15741.0,3.0,2.0,15028.0,1.0,-1.0,0.0,2.0,0.0,2.0,1.0,2.0
807,Danville,IL,23437.0,15982.0,2.0,2.0,18475.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0
808,Danville,IN,22994.0,16131.0,4.0,2.0,18085.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
809,Danville,KY,25566.0,16604.0,3.0,2.0,17507.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
810,Danville,PA,21182.0,16281.0,2.0,2.0,17552.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
811,Danville,VA,23296.0,16731.0,1.0,1.0,17437.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0
812,Darby,PA,23973.0,16021.0,1.0,2.0,17366.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
813,Dardanelle,AR,0.0,0.0,2.0,2.0,19821.0,-1.0,-1.0,0.0,-1.0,1.0,2.0,3.0,-1.0
814,Darlington,SC,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
815,Darlington,WI,0.0,0.0,3.0,2.0,18788.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,2.0,-1.0
816,Davenport,FL,25525.0,17272.0,2.0,2.0,16111.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
817,Davenport,IA,24514.0,16803.0,2.0,2.0,17170.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0
818,Davenport,WA,0.0,18315.0,-1.0,2.0,20830.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,3.0,2.0
819,David City,NE,0.0,16734.0,4.0,2.0,18151.0,-1.0,-1.0,1.0,2.0,1.0,2.0,2.0,2.0
820,Davis,CA,0.0,17080.0,4.0,2.0,16037.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
821,Dawson,MN,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0
822,Dayton,OH,14609.6,10403.0,1.8,0.8,11432.0,0.6,0.8,0.0,0.8,0.4,0.4,1.2,1.0
823,Dayton,TN,0.0,17368.0,2.0,1.0,17408.0,0.0,-1.0,1.0,1.0,1.0,2.0,2.0,2.0
824,Dayton,WA,0.0,0.0,-1.0,2.0,16488.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,2.0,-1.0
825,Daytona Beach,FL,23881.5,17419.5,3.0,2.0,18913.0,0.5,0.0,2.0,1.0,1.0,0.0,3.0,2.0
826,De Kalb,MS,0.0,0.0,-1.0,2.0,19527.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,2.0,-1.0
827,De Queen,AR,0.0,17094.0,-1.0,2.0,16093.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,2.0,2.0
828,De Smet,SD,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
829,De Witt,AR,0.0,14671.0,3.0,2.0,13368.0,1.0,-1.0,1.0,-1.0,1.0,2.0,1.0,2.0
830,Deadwood,SD,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
831,Dearborn,MI,24471.0,18968.0,3.0,3.0,18565.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0
832,Decatur,AL,23363.0,14948.0,3.0,2.0,16006.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0
833,Decatur,GA,22961.0,16049.0,1.0,2.0,15878.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
834,Decatur,IL,22112.0,16001.0,3.0,2.0,17153.0,1.0,2.0,0.0,0.0,1.0,0.5,1.5,1.5
835,Decatur,IN,0.0,16616.0,4.0,2.0,17248.0,1.0,-1.0,2.0,2.0,1.0,2.0,2.0,2.0
836,Decatur,TX,28714.0,17880.0,2.0,2.0,20097.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0
837,Deckerville,MI,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
838,Decorah,IA,0.0,16493.0,3.0,2.0,18047.0,1.0,-1.0,2.0,2.0,1.0,2.0,2.0,2.0
839,Dededo,GU,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
840,Deer Lodge,MT,0.0,0.0,-1.0,2.0,20914.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,-1.0
841,Deer River,MN,0.0,0.0,4.0,2.0,16521.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,2.0,-1.0
842,Defiance,OH,0.0,17790.0,4.5,2.0,16821.0,1.0,0.5,2.0,2.0,0.0,0.5,2.0,2.0
843,Defuniak Springs,FL,0.0,14862.0,4.0,2.0,15004.0,1.0,-1.0,0.0,2.0,1.0,2.0,1.0,2.0
844,Dekalb,IL,23849.0,17797.0,3.0,2.0,16932.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0
845,Del Norte,CO,0.0,15655.0,4.0,2.0,16263.0,1.0,-1.0,2.0,-1.0,-1.0,2.0,2.0,2.0
846,Del Rio,TX,23890.0,16037.0,3.0,2.0,17179.0,1.0,-1.0,2.0,1.0,1.0,1.0,2.0,2.0
847,Deland,FL,23022.0,18316.0,2.0,1.0,18595.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0
848,Delano,CA,0.0,17717.0,2.0,2.0,17023.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0
849,Delaware,OH,0.0,16828.0,5.0,2.0,15281.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
850,Delhi,LA,0.0,18023.0,4.0,2.0,19079.0,1.0,-1.0,2.0,-1.0,1.0,1.0,2.0,2.0
851,Delhi,NY,0.0,16878.0,4.0,2.0,16223.0,1.0,-1.0,1.0,-1.0,1.0,2.0,2.0,2.0
852,Dell Rapids,SD,0.0,0.0,-1.0,2.0,18131.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
853,Delray Beach,FL,25823.0,19707.0,2.0,2.0,18842.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0
854,Delta,CO,0.0,14571.0,4.0,2.0,14556.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
855,Delta,UT,0.0,0.0,3.0,-1.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0
856,Deming,NM,0.0,15507.0,3.0,2.0,14861.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,2.0
857,Demopolis,AL,0.0,16744.0,3.0,2.0,17312.0,1.0,-1.0,1.0,-1.0,0.0,1.0,2.0,2.0
858,Demorest,GA,0.0,14120.0,2.0,2.0,16856.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0
859,Denison,IA,0.0,16433.0,3.0,2.0,15748.0,1.0,-1.0,2.0,1.0,-1.0,-1.0,2.0,2.0
860,Denison,TX,24743.0,18583.0,2.0,2.0,20384.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0
861,Dennison,OH,0.0,0.0,3.0,2.0,15399.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,-1.0
862,Denton,TX,20155.75,9255.75,2.5,0.5,9715.75,0.25,0.0,-0.25,0.75,0.5,1.0,1.0,1.0
863,Denver,CO,15668.666666666666,14563.5,2.6666666666666665,1.6666666666666667,15046.5,0.8333333333333334,0.16666666666666666,1.1666666666666667,1.0,1.0,1.0,1.5,1.5
864,Denver City,TX,0.0,0.0,-1.0,2.0,18488.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,-1.0
865,Denville,NJ,28158.0,20074.0,5.0,3.0,19067.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0
866,Dequincy,LA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
867,Derby,CT,25526.0,17486.0,1.0,2.0,18347.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0
868,Deridder,LA,24708.0,16875.0,3.0,2.0,16631.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0
869,Derry,NH,22587.0,15707.0,2.0,2.0,18876.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0
870,Des Moines,IA,16206.0,11712.5,2.75,2.0,16035.5,0.0,1.25,1.5,1.25,0.5,0.75,1.5,1.0
871,Detroit,MI,17238.14285714286,12152.142857142857,1.2857142857142858,1.7142857142857142,15080.142857142857,1.0,0.14285714285714285,-0.14285714285714285,0.2857142857142857,0.5714285714285714,-0.14285714285714285,1.7142857142857142,1.2857142857142858
872,Detroit Lakes,MN,0.0,16060.0,4.0,2.0,15014.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
873,Devils Lake,ND,0.0,16081.0,3.0,2.0,18932.0,1.0,-1.0,1.0,-1.0,0.0,2.0,2.0,2.0
874,Dewitt,IA,0.0,0.0,4.0,2.0,14908.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,1.0,-1.0
875,Dexter,MO,0.0,15719.0,2.0,2.0,15185.0,1.0,-1.0,1.0,0.0,0.0,1.0,1.0,2.0
876,Dickinson,ND,21234.0,16048.0,3.0,2.0,15120.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,2.0
877,Dickson,TN,24667.0,16065.0,3.0,2.0,17677.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0
878,Dighton,KS,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
879,Dillingham,AK,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
880,Dillon,MT,0.0,14521.0,4.0,2.0,12405.0,-1.0,-1.0,1.0,2.0,1.0,1.0,1.0,2.0
881,Dillon,SC,23291.0,17735.0,4.0,2.0,16330.0,1.0,-1.0,1.0,2.0,1.0,2.0,2.0,2.0
882,Dimmitt,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
883,Dixon,IL,23849.0,15802.0,4.0,2.0,16065.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
884,Dodge City,KS,21063.0,15459.0,2.0,2.0,15988.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0
885,Dodgeville,WI,0.0,16922.0,4.0,2.0,14758.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
886,Donaldsonville,LA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
887,Donalsonville,GA,0.0,0.0,4.0,2.0,11570.0,-1.0,-1.0,2.0,1.0,0.0,1.0,1.0,-1.0
888,Doniphan,MO,0.0,0.0,3.0,2.0,15333.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0
889,Dothan,AL,22586.5,16524.0,2.5,2.0,17538.5,0.0,2.0,0.0,0.5,1.0,2.0,2.0,2.0
890,Douglas,GA,0.0,16743.0,2.0,2.0,16006.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0
891,Douglas,WY,0.0,15514.0,4.0,2.0,15140.0,1.0,-1.0,2.0,2.0,1.0,2.0,1.0,2.0
892,Douglasville,GA,20725.0,16680.0,3.0,2.0,17486.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0
893,Dover,DE,23726.0,16233.0,3.0,3.0,17764.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
894,Dover,NH,24669.0,16295.0,5.0,2.0,16615.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0
895,Dover,OH,22629.0,17198.0,3.0,2.0,17222.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0
896,Dover Foxcroft,ME,24512.0,16893.0,3.0,2.0,17788.0,1.0,-1.0,1.0,2.0,1.0,0.0,2.0,2.0
897,Dowagiac,MI,0.0,15945.0,4.0,2.0,17045.0,1.0,-1.0,2.0,-1.0,1.0,2.0,2.0,2.0
898,Downers Grove,IL,26090.0,19317.0,4.0,3.0,18490.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0
899,Downey,CA,6898.666666666667,5898.666666666667,3.0,1.3333333333333333,12530.666666666666,0.0,1.0,-0.6666666666666666,0.3333333333333333,1.0,-0.6666666666666666,1.3333333333333333,0.0
900,Doylestown,PA,21026.0,16449.0,5.0,2.0,16688.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0
901,Draper,UT,0.0,0.0,4.0,2.0,18261.0,-1.0,1.0,2.0,2.0,1.0,2.0,2.0,-1.0
902,Drexel Hill,PA,24719.0,19425.0,2.0,1.0,20306.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0
903,Driggs,ID,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
904,Drumright,OK,0.0,0.0,-1.0,2.0,12815.0,-1.0,-1.0,0.0,-1.0,-1.0,2.0,1.0,-1.0
905,Du Quoin,IL,0.0,19115.0,2.0,2.0,14741.0,1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,2.0
906,Dublin,GA,23640.0,16215.0,4.0,2.0,17444.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
907,Dublin,OH,0.0,18405.0,3.0,2.0,16350.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0
908,Dubois,PA,23407.0,17184.0,3.0,2.0,16401.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0
909,Dubuque,IA,23617.5,16993.5,3.5,2.0,17788.0,1.0,1.0,1.5,2.0,1.5,1.5,2.0,2.0
910,Dulles,VA,0.0,16555.0,4.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,2.0,-1.0,2.0
911,Duluth,MN,16680.0,11045.0,3.3333333333333335,2.0,17954.333333333332,0.3333333333333333,1.0,2.0,1.3333333333333333,1.0,0.6666666666666666,2.0,1.0
912,Dumas,AR,0.0,0.0,2.0,2.0,13964.0,1.0,-1.0,1.0,-1.0,1.0,2.0,1.0,-1.0
913,Dumas,TX,0.0,17196.0,4.0,2.0,16649.0,1.0,-1.0,1.0,1.0,1.0,2.0,2.0,2.0
914,Duncan,OK,24414.0,16775.0,3.0,1.0,16313.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
915,Dunedin,FL,24563.0,16666.0,4.0,2.0,18685.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
916,Dunkirk,NY,0.0,16619.0,2.0,2.0,16022.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0
917,Dunn,NC,23889.0,15987.0,2.0,2.0,15807.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0
918,Durand,WI,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
919,Durango,CO,11078.5,7020.0,2.0,0.5,9070.0,0.0,0.5,0.5,2.0,1.0,1.5,0.5,0.0
920,Durant,OK,22573.0,14928.0,2.0,2.0,16509.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
921,Durham,NC,14770.333333333334,10718.0,2.6666666666666665,1.3333333333333333,11185.666666666666,0.3333333333333333,1.0,0.3333333333333333,2.0,1.0,-0.3333333333333333,0.6666666666666666,0.6666666666666666
922,Dyer,IN,26442.0,19082.0,3.0,2.0,18438.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,3.0
923,Dyersburg,TN,25325.0,16654.0,1.0,2.0,17775.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0
924,Dyersville,IA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
925,Eads,CO,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
926,Eagle Butte,SD,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
927,Eagle Lake,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
928,Eagle Pass,TX,25478.0,18807.0,4.0,2.0,19063.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0
929,Eagle River,WI,0.0,0.0,4.0,2.0,16966.0,-1.0,-1.0,1.0,-1.0,1.0,2.0,2.0,-1.0
930,Eagleville,PA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
931,Easley,SC,24278.0,19160.0,2.0,2.0,19831.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0
932,East Chicago,IN,27185.0,20273.0,4.0,2.0,22795.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0
933,East China,MI,0.0,16350.0,4.0,2.0,17134.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
934,East Liverpool,OH,0.0,17797.0,2.0,2.0,20452.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,2.0
935,East Meadow,NY,25050.0,17492.0,1.0,1.0,17849.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
936,East Norriton,PA,23855.0,17177.0,4.0,2.0,16916.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0
937,East Orange,NJ,25034.0,18326.0,1.0,3.0,20925.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0
938,East Stroudsburg,PA,24579.0,15957.0,3.0,2.0,17108.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0
939,Eastland,TX,0.0,16699.0,2.0,2.0,15757.0,1.0,-1.0,1.0,-1.0,0.0,1.0,2.0,2.0
940,Eastman,GA,0.0,16135.0,3.0,2.0,15252.0,1.0,-1.0,2.0,1.0,1.0,1.0,1.0,2.0
941,Easton,MD,21246.0,14830.0,3.0,2.0,15075.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
942,Easton,PA,24997.0,16981.5,3.5,2.5,17751.5,1.5,1.0,0.5,1.5,1.0,1.5,2.5,2.0
943,Eaton Rapids,MI,0.0,0.0,5.0,2.0,12922.0,-1.0,-1.0,2.0,2.0,1.0,1.0,1.0,-1.0
944,Eatonton,GA,0.0,15845.0,4.0,2.0,15596.0,1.0,-1.0,2.0,-1.0,1.0,1.0,2.0,2.0
945,Eau Claire,WI,23300.0,16545.5,4.5,2.0,17445.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
946,Eden,NC,24448.0,16275.0,3.0,1.0,15176.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
947,Eden,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
948,Edenton,NC,0.0,13269.0,4.0,2.0,16233.0,1.0,-1.0,2.0,-1.0,1.0,1.0,2.0,1.0
949,Edgefield,SC,0.0,0.0,-1.0,2.0,17826.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,2.0,-1.0
950,Edgerton,WI,0.0,0.0,-1.0,2.0,19014.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0
951,Edgewood,KY,22768.0,18146.0,4.0,2.0,18017.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0
952,Edina,MN,22161.0,17774.0,5.0,2.0,17034.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0
953,Edinburg,TX,16128.666666666666,11842.0,2.6666666666666665,1.0,13220.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,1.6666666666666667,1.3333333333333333
954,Edison,NJ,27764.0,19620.0,2.0,2.0,20025.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0
955,Edmond,OK,12471.0,8134.5,1.0,0.5,8949.0,0.0,0.0,-0.5,0.5,1.0,0.5,0.5,0.5
956,Edmonds,WA,25738.0,17992.0,2.0,1.0,18512.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0
957,Edna,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0
958,Effingham,IL,22882.0,15205.0,3.0,1.0,16842.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0
959,Ekalaka,MT,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0
960,El Campo,TX,0.0,16810.0,3.0,2.0,19718.0,1.0,-1.0,2.0,-1.0,1.0,1.0,2.0,2.0
961,El Centro,CA,24176.0,17193.0,2.0,2.0,17718.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0
962,El Dorado,AR,25385.0,16388.0,2.0,2.0,17224.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0
963,El Dorado,KS,0.0,15927.0,3.0,1.0,14800.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0
964,El Dorado Springs,MO,0.0,0.0,3.0,2.0,16199.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,2.0,-1.0
965,El Paso,TX,12956.0,9179.333333333334,1.5555555555555556,0.6666666666666666,9387.0,0.1111111111111111,0.6666666666666666,0.0,0.4444444444444444,0.8888888888888888,0.6666666666666666,0.5555555555555556,0.6666666666666666
966,El Reno,OK,0.0,15872.0,4.0,2.0,16144.0,1.0,-1.0,1.0,-1.0,1.0,2.0,2.0,2.0
967,Elberton,GA,0.0,14243.0,3.0,2.0,14639.0,1.0,-1.0,1.0,-1.0,1.0,2.0,1.0,1.0
968,Elbow Lake,MN,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
969,Eldorado,IL,0.0,15329.0,-1.0,2.0,13709.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,2.0
970,Eldorado,TX,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
971,Eldridge,CA,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
972,Electra,TX,0.0,0.0,4.0,2.0,20330.0,-1.0,-1.0,2.0,-1.0,1.0,2.0,3.0,-1.0
973,Elgin,IL,26873.0,18379.0,4.5,2.5,18967.0,1.5,2.0,2.0,1.0,1.0,2.0,2.5,3.0
974,Elgin,ND,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
975,Elizabeth,NJ,24966.0,17913.0,1.0,2.0,18180.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
976,Elizabeth City,NC,24573.0,16873.0,1.0,1.0,16577.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0
977,Elizabethton,TN,23185.0,16778.0,3.0,2.0,18316.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0
978,Elizabethtown,KY,24779.0,15450.0,3.0,2.0,16936.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0
979,Elizabethtown,NC,0.0,16299.0,3.0,2.0,18361.0,1.0,-1.0,1.0,-1.0,1.0,0.0,2.0,2.0
980,Elizabethtown,NY,0.0,18073.0,2.0,2.0,17313.0,1.0,-1.0,0.0,-1.0,1.0,1.0,2.0,2.0
981,Elk City,OK,0.0,16177.0,3.0,2.0,17711.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0
982,Elk Grove Village,IL,26573.0,18733.0,4.0,3.0,18993.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0
983,Elkader,IA,0.0,0.0,-1.0,2.0,19455.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,2.0,-1.0
984,Elkhart,IN,22946.0,15263.0,4.0,2.0,17609.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
985,Elkhart,KS,0.0,13692.0,3.0,2.0,14196.0,1.0,-1.0,1.0,-1.0,1.0,2.0,1.0,1.0
986,Elkhorn,WI,23027.0,15416.0,5.0,2.0,16235.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
987,Elkin,NC,22737.0,15322.0,3.0,2.0,17556.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0
988,Elkins,WV,24077.0,15525.0,2.0,2.0,16547.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0
989,Elko,NV,23789.0,17527.0,3.0,2.0,14615.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
